,Number,Strain,Max.Parasitemia,Max.Weight.Delta,Max.RBC.Delta,Max.Temp.Delta,Immune.Intensity,Max.Parasitemia.zscore,Max.Weight.Delta.zscore,Max.RBC.Delta.zscore,Max.Temp.Delta.zscore,Immune.Intensity.zscore
0,41,DO,0.39516129,3.4800000000000004,13129.0,0.5,3100.96774408,0.923939561449183,1.346271127204479,0.1510879695615878,-1.2570690818950578,-0.6122012514501254
0,42,DO,0.491606715,3.2399999999999984,13311.0,9.7,5001.784171365,1.7686843867479778,1.1672440674439135,0.21492513772035607,2.130190501152597,0.6989671034925485
0,43,DO,0.313672922,5.02,15991.0,1.7999999999999972,4203.579090026,0.21020039559404935,2.4950280940014293,1.1549449765417787,-0.7784345755948466,0.14837146028201142
0,44,DO,0.273913043,3.120000000000001,15720.0,1.8000000000000043,3571.2434817559997,-0.1380478706120066,1.0777305375636337,1.0598907316460304,-0.7784345755948441,-0.2878087133349015
0,45,DO,0.319148936,3.049999999999997,14935.0,2.0,2665.81606848,0.25816362961747485,1.0255143118001329,0.784549099752442,-0.7047984977025052,-0.912365485332482
0,46,DO,0.173357664,2.6899999999999977,14951.0,5.300000000000001,4438.985403776,-1.0187909029145663,0.7569737221592876,0.7901611584916745,0.5101967875211103,0.3107529005474303
0,47,DO,0.357466063,3.969999999999999,15682.0,5.600000000000001,3010.13684547,0.5937751399982599,1.711784707548962,1.0465620921403536,0.6206509043596211,-0.6748556972971372
0,48,DO,0.002369668,0.0,5998.0,1.1000000000000014,4717.0,-2.516438145479063,-1.2496212393236972,-2.350136459780041,-1.0361608482180362,0.502525201937805
0,49,DO,0.299771167,4.349999999999998,15442.0,2.6000000000000014,2678.883295569,0.08843790039200472,1.9952442188365207,0.9623812110518679,-0.4838902640254838,-0.9033518139436996
0,52,DO,0.408018868,2.700000000000003,17419.0,1.3000000000000043,6173.692300232,1.036556333902367,0.7644331829826482,1.6558212190182682,-0.9625247703256948,1.507340195924849
0,53,A/J,0.3713,4.299999999999997,13098.0,8.900000000000002,4315.7076,0.7149436318604664,1.9579469147197361,0.14021460575432507,1.8356461895832368,0.22571683243600488
0,54,A/J,0.3628,3.799999999999997,14123.0,12.3,4614.136,0.6404939520022485,1.5849738735518948,0.4997371187363991,3.087459513753022,0.4315704165483159
0,55,A/J,0.3413,5.800000000000001,12395.0,10.900000000000002,5476.9058,0.45218005589028576,3.0768660382232627,-0.10636522510069737,2.57200696850664,1.0267022994182484
0,56,A/J,0.3199,3.8999999999999986,12327.0,8.900000000000002,8460.279,0.26474203836489063,1.6595684817854641,-0.13021647474243497,1.8356461895832368,3.0846098778009123
0,57,A/J,0.3996,4.199999999999999,16462.0,12.200000000000003,3638.302,0.9628172718590031,1.8833523064861695,1.3201499556779317,3.0506414748068527,-0.24155227016197206
0,58,C57BL/6J,0.3476,4.700000000000001,14968.0,14.899999999999999,3009.5389999999998,0.5073604068440238,2.256325347654012,0.7961239709021088,4.044728526353445,-0.6752680864422215
0,59,C57BL/6J,0.282,1.5,11939.0,4.700000000000003,3782.7724,-0.06721594594410431,-0.13070211582017313,-0.26630889916882006,0.28928855384409013,-0.1418977143685587
0,60,C57BL/6J,0.3731,3.8999999999999986,13721.0,7.199999999999999,2857.3931000000002,0.7307094464186769,1.6595684817854641,0.35873414291318567,1.209739527498343,-0.7802171423061844
0,61,C57BL/6J,0.1835,3.8999999999999986,12073.0,8.500000000000004,2734.0,-0.929956353712863,1.6595684817854641,-0.2193079072277489,1.6883740337985564,-0.8653327408542073
0,62,C57BL/6J,0.4703,4.0,14666.0,9.600000000000001,3353.9709,1.5820634325620615,1.7341630900190335,0.6901963621990977,2.0933724622064274,-0.43768164662076703
0,63,129S1/SvImJ,0.359,1.9000000000000021,12461.0,7.199999999999999,6369.2828,0.607210565712692,0.16767631711410155,-0.08321548280136383,1.209739527498343,1.6422569980641923
0,64,129S1/SvImJ,0.308,2.5,15745.0,5.399999999999999,6057.116,0.16051248656338554,0.6152439665155096,1.068659573426081,0.5470148264672797,1.4269267727207906
0,65,129S1/SvImJ,0.3361,2.9000000000000004,14443.0,9.099999999999998,3791.1672,0.40663436938878794,0.913622399449783,0.6119782935210466,1.9092822674755754,-0.13610704676485197
0,66,129S1/SvImJ,0.3188,1.8999999999999986,15737.0,4.400000000000002,5883.8368,0.25510737391265026,0.1676763171140989,1.065853544056465,0.17883443700557938,1.3074001312479486
0,67,129S1/SvImJ,0.3168,3.0,13425.0,4.100000000000001,4223.196,0.2375898021813054,0.988217007683351,0.25491105623738675,0.06838032016706863,0.16190305187100373
0,68,NOD/ShiLtJ,0.3414,2.099999999999998,12472.0,14.100000000000001,5123.341,0.4530559344768529,0.3168655335812349,-0.07935719241814157,3.750184214784085,0.7828160563664736
0,69,NOD/ShiLtJ,0.3786,1.3999999999999986,11428.0,13.199999999999996,3860.4724,0.7788827686798767,-0.20529672405374244,-0.44554402515305397,3.4188218642685517,-0.0883008600292043
0,70,NOD/ShiLtJ,0.3694,5.100000000000001,12228.0,14.100000000000001,4182.4938,0.6983019387156881,2.5547037805882855,-0.16494108819143527,3.750184214784085,0.13382699157896707
0,71,NOD/ShiLtJ,0.3694,1.5,12463.0,14.500000000000004,7075.36,0.6983019387156881,-0.13070211582017313,-0.08251397545895978,3.897456370568767,2.1293035468510526
0,72,NOD/ShiLtJ,0.4325,3.8000000000000007,12345.0,13.000000000000004,4215.1496,1.2509813268396341,1.5849738735518974,-0.12390290866079853,3.345185786376214,0.15635270787156758
0,73,NZO/HILtJ,0.2459,1.1999999999999957,14455.0,2.1000000000000014,4691.4576,-0.38340811569488775,-0.3544859405208811,0.6161873375754708,-0.6679804587563346,0.48490625351724476
0,74,NZO/HILtJ,0.1925,3.0,13865.0,0.8999999999999986,4536.5942,-0.8511272809218088,0.988217007683351,0.409242671566277,-1.1097969261103775,0.3780826873358142
0,75,NZO/HILtJ,0.2164,2.200000000000003,14491.0,1.8999999999999986,4947.8586,-0.6417922987322318,0.3914601418148069,0.6288144697387437,-0.741616536648676,0.6617696647072672
0,76,NZO/HILtJ,0.2755,2.799999999999997,13434.0,1.8999999999999986,6453.7375,-0.12414805407097629,0.8390277912162123,0.2580678392782049,-0.741616536648676,1.7005131918116039
0,77,NZO/HILtJ,0.2668,2.5,15132.0,1.1000000000000014,5100.2276,-0.20034949110232897,0.6152439665155096,0.8536475729792407,-1.0361608482180362,0.7668726132121976
0,79,PWK/PhJ,0.4751,2.3000000000000007,14690.0,9.999999999999996,3437.8836,1.6241056047172906,0.46605475004837355,0.6986144503079463,2.2406446179911064,-0.37979932024854124
0,80,PWK/PhJ,0.5724,0.0,12680.0,9.8,6046.1496,2.476335469447242,-1.2496212393236972,-0.006400428808120701,2.1670085400987675,1.4193622354823465
0,82,PWK/PhJ,0.6202,1.5999999999999996,14252.0,11.100000000000001,4461.0231,2.895005433826396,-0.05610750758660512,0.5449843423214601,2.64564304639898,0.32595433162198245
0,83,CAST/EiJ,0.4676,0.9000000000000004,14286.0,8.3,3206.185,1.5584147107247452,-0.5782697652215825,0.5569099671423289,1.6147379559062152,-0.5396232084703212
0,84,CAST/EiJ,0.5024,1.0999999999999996,14857.0,9.0,6358.952,1.863220458850154,-0.42908054875444646,0.7571903133986843,1.872464228529406,1.6351308927513353
0,85,CAST/EiJ,0.3333,5.4,14860.0,9.8,4705.96,0.38210976896490423,2.7784876052889893,0.7582425744122903,2.1670085400987675,0.49490989599306284
0,87,CAST/EiJ,0.4539,1.3000000000000007,13287.0,14.399999999999999,3366.8116,1.4384193443650297,-0.2798913322873091,0.2065070496115075,3.8606383316225945,-0.4288242318522296
0,88,WSB/EiJ,0.0305,0.0,7683.0,3.5,6455.0,-2.270050591160783,-1.2496212393236972,-1.7591165238046316,-0.15252791350995287,1.7013840544705925
0,89,WSB/EiJ,0.0416,1.0,9687.0,2.1000000000000014,7894.0,-2.172828068051816,-0.5036751569880145,-1.0562061667157767,-0.6679804587563346,2.6939950376666117
0,90,WSB/EiJ,0.0353,0.5999999999999996,8428.0,3.1000000000000014,7216.8614,-2.2280084190055542,-0.8020535899222878,-1.4978050387591242,-0.299800069294633,2.2269101095874064
0,91,WSB/EiJ,0.0042,0.40000000000000036,8985.0,1.2000000000000028,6087.0,-2.5004066594279744,-0.9512428063894238,-1.3024352438995972,-0.9993428092718656,1.4475405229791853
0,92,WSB/EiJ,0.3004,0.9000000000000004,11481.0,3.1000000000000014,5316.0,0.09394571398427323,-0.5782697652215825,-0.42695408057934675,-0.299800069294633,0.9157107328164815
0,93,DO,0.0047,0.0,8607.0,3.3999999999999986,1979.0,-2.496027266495138,-1.2496212393236972,-1.435020131613962,-0.18934595245612354,-1.386125855734676
0,94,DO,0.0,1.3000000000000007,7598.0,1.2999999999999972,3195.0,-2.5371935600637996,-0.2798913322873091,-1.7889305858568036,-0.9625247703256975,-0.5473385342848086
0,95,DO,0.33647,0.6999999999999993,13159.0,3.6000000000000014,2135.698,0.40987512015908667,-0.7274589816887198,0.1616105796976485,-0.11570987456378218,-1.2780367967736963
0,96,DO,0.3041,1.0,12203.0,2.1000000000000014,3211.5514000000003,0.12635322168726199,-0.5036751569880145,-0.17370992997148585,-0.6679804587563346,-0.5359215075806593
0,97,DO,0.0,0.10000000000000142,6509.0,0.8000000000000043,4516.0,-2.5371935600637996,-1.1750266310901278,-2.170901333795807,-1.1466149650565456,0.36387696870472663
0,98,DO,0.009,3.0,10806.0,1.1000000000000014,3054.0,-2.4583644872727453,0.988217007683351,-0.6637128086407126,-1.0361608482180362,-0.6445992352095055
0,99,DO,0.2366,1.6999999999999993,15523.0,2.6000000000000014,3298.3874,-0.4648648242456437,0.018487100646962885,0.9907922584192318,-0.4838902640254838,-0.476022711655149
0,100,DO,0.2594,3.0,12903.0,2.0999999999999943,4244.1372,-0.2651645065083065,0.988217007683351,0.07181763986993052,-0.6679804587563373,0.17634812839727523
0,101,DO,0.2292,0.8999999999999986,15838.0,2.299999999999997,6516.3492,-0.5296798396516217,-0.5782697652215838,1.101279664847869,-0.5943443808639959,1.7437022544221483
0,102,DO,0.3128,1.8999999999999986,11442.0,2.5,2920.0346,0.20255465871861464,0.1676763171140989,-0.4406334737562257,-0.5207083029716545,-0.7370075238879266
0,103,DO,0.3415,3.8000000000000007,11445.0,5.400000000000002,3800.6155,0.45393181306342056,1.5849738735518974,-0.4395812127426196,0.547014826467281,-0.1295896830730306
0,104,DO,0.1944,1.3999999999999986,15224.0,0.29999999999999716,3748.0112,-0.8344855877770309,-0.20529672405374244,0.8859169107298268,-1.3307051597873991,-0.16587571916986055
0,105,DO,0.2441,2.5,14112.0,1.2000000000000028,5490.379199999999,-0.3991739302530985,0.6152439665155096,0.4958788283531768,-0.9993428092718656,1.0359961457149767
0,106,DO,0.1855,2.3999999999999986,14565.0,2.5999999999999943,4707.883,-0.9124387819815176,0.5406493582819403,0.6547702414076934,-0.4838902640254864,0.49623636640354635
0,107,DO,0.0,0.40000000000000213,7499.0,1.5,2402.0,-2.5371935600637996,-0.9512428063894225,-1.8236551993058039,-0.8888886924333561,-1.0943437529605857
0,108,DO,0.0,0.0,5223.0,1.5,3053.0,-2.5371935600637996,-1.2496212393236972,-2.6219705549616092,-0.8888886924333561,-0.6452890274146451
0,109,DO,0.337,2.200000000000003,13253.0,5.5,3704.924,0.41451727666789345,0.3914601418148069,0.1945814247906387,0.5838328654134504,-0.1955969338711555
0,110,DO,0.3008,3.0,17776.0,4.199999999999996,4144.432,0.0974492283305424,0.988217007683351,1.7810402796373905,0.1051983591132367,0.10757225862538082
0,111,DO,0.2919,1.6999999999999993,13841.0,3.3999999999999986,3665.266,0.019496034126055387,0.018487100646962885,0.40082458345742844,-0.18934595245612354,-0.2229527131425854
0,112,DO,0.2557,1.6999999999999993,15567.0,3.1000000000000014,2948.172,-0.2975720142112957,0.018487100646962885,1.0062254199521208,-0.299800069294633,-0.7175985646950289
0,113,DO,0.2029,2.1000000000000014,13555.0,1.4000000000000057,2451.4823,-0.760035907918813,0.31686553358123754,0.30050903349364977,-0.9257067313795242,-1.0602112481282018
0,114,DO,0.283,6.700000000000001,17915.0,7.5000000000000036,4541.184,-0.05845716007843162,3.7482175123253776,1.8297950399344718,1.320193644336855,0.3812486955989648
0,115,DO,0.2722,0.8000000000000007,11803.0,2.0,4598.0329,-0.15305204742769635,-0.6528643734551505,-0.3140113984522952,-0.7047984977025052,0.4204626236897307
0,116,DO,0.0,0.09999999999999787,8002.0,0.0,3889.0,-2.5371935600637996,-1.1750266310901305,-1.647226102691186,-1.4411592766259085,-0.06862274391786126
0,117,DO,0.3939,0.5,15912.0,5.099999999999994,3487.0,0.9128921924246685,-0.8766481981558558,1.127235436516819,0.43656070962876764,-0.34591921038401807
0,118,DO,0.1283,1.0999999999999979,11092.0,5.4999999999999964,3221.096,-1.413441333497995,-0.4290805487544478,-0.5633972586769339,0.583832865413449,-0.5293377168994832
0,119,DO,0.2982,2.1999999999999993,11143.0,5.5,4565.2446,0.07467638507979352,0.3914601418148042,-0.5455088214456306,0.5838328654134504,0.39784550992994877
0,120,DO,0.2851,1.6999999999999993,13340.0,5.899999999999999,2413.4197999999997,-0.040063709760518595,0.018487100646962885,0.22509699418521473,0.7311050211981305,-1.0864664639363315
0,121,DO,0.2725,0.8000000000000007,10753.0,2.700000000000003,4554.245,-0.15042441166799436,-0.6528643734551505,-0.6823027532144198,-0.4470722250793131,0.39025807159029413
0,122,DO,0.2267,1.1000000000000014,15898.0,1.7999999999999972,2643.8734999999997,-0.5515768043158031,-0.4290805487544451,1.1223248851199905,-0.7784345755948466,-0.9275012980307301
0,123,DO,0.2459,0.9000000000000021,13005.0,3.6999999999999957,4798.287,-0.38340811569488775,-0.5782697652215811,0.1075945143325369,-0.0788918356176141,0.5585963409169955
0,124,DO,0.264,3.6000000000000014,15355.0,6.099999999999998,3716.0317,-0.22487409152621218,1.4357846570847617,0.9318656416572919,0.8047410990904705,-0.1879349289941253
0,125,DO,0.2184,2.099999999999998,13847.0,3.200000000000003,3845.866,-0.6242747270008864,0.3168655335812349,0.4029291054846406,-0.2629820303484623,-0.0983762408943568
0,126,DO,0.3271,3.6999999999999993,12094.0,4.199999999999996,4723.0572,0.3278052965977338,1.5103792653183281,-0.2119420801325064,0.1051983591132367,0.5067034112827773
0,127,DO,0.3557,1.3999999999999986,15264.0,3.0,5196.2112,0.5783065723559725,-0.20529672405374244,0.8999470575779077,-0.3366181082408037,0.8330813523134436
0,128,DO,0.3639,3.1000000000000014,12997.0,5.100000000000001,2957.2270000000003,0.6501286164544884,1.0628116159169203,0.10478848496292072,0.43656070962877025,-0.7113524962774888
0,129,DO,0.2943,1.8000000000000007,14290.0,5.199999999999999,5938.0096,0.04051712020366993,0.09308170888053222,0.558312981827137,0.4733787485749396,1.3447681064185404
0,130,DO,0.0,1.6000000000000014,8088.0,0.0,4284.0,-2.5371935600637996,-0.056107507586603794,-1.617061286967812,-1.4411592766259085,0.20384517711231773
0,131,DO,0.2669,0.0,14462.0,2.1000000000000014,4615.5886,-0.19947361251576132,-1.2496212393236972,0.618642613273885,-0.6679804587563346,0.43257240870550157
0,132,DO,0.3408,1.1999999999999993,12505.0,2.6999999999999957,3054.804,0.4478006629574494,-0.35448594052087845,-0.06778232126847479,-0.4470722250793157,-0.644044642276573
0,133,DO,0.3646,2.1000000000000014,12820.0,3.5,7649.0944,0.656259766560459,0.31686553358123754,0.042705085160162574,-0.15252791350995287,2.525061063791552
0,134,DO,0.3715,3.1999999999999993,12319.0,4.199999999999996,10297.8836,0.7166953890336007,1.137406224150487,-0.13302250411205116,0.1051983591132367,4.352175207009756
0,135,DO,0.3493,2.1000000000000014,12807.0,3.6000000000000014,7014.7549,0.5222503428156673,0.31686553358123754,0.03814528743453627,-0.11570987456378218,2.087498621279341
0,136,DO,0.1694,0.0,13579.0,1.6999999999999957,2896.0,-1.0534552344188477,-1.2496212393236972,0.30892712160249836,-0.8152526145410174,-0.753586403621577
0,137,DO,0.2211,0.0,14059.0,0.5,3006.9350000000004,-0.6006260051635703,-1.2496212393236972,0.47728888377946954,-1.2570690818950578,-0.6770643053444048
0,138,DO,0.0,0.8999999999999986,9831.0,0.6000000000000014,9363.0,-2.5371935600637996,-0.5782697652215838,-1.0056976380626854,-1.220251042948887,3.7072997870168214
0,139,DO,0.357,2.599999999999998,15387.0,3.5,10229.0,0.5896929939813468,0.6898385747490763,0.9430897591357567,-0.15252791350995287,4.304659836667796
0,140,DO,0.2975,2.5,11321.0,2.700000000000003,5682.0,0.06854523497382234,0.6152439665155096,-0.4830746679716705,-0.4470722250793131,1.1681746798976094
0,141,DO,0.0,0.3000000000000007,5663.0,1.3999999999999986,2923.0,-2.5371935600637996,-1.0258374146229918,-2.4676389396327187,-0.9257067313795267,-0.7349620140828053
0,142,DO,0.3892,1.3999999999999986,13434.0,6.200000000000003,2534.8855,0.871725898856007,-0.20529672405374244,0.2580678392782049,0.8415591380366425,-1.002680370884495
0,143,DO,0.252,1.1999999999999993,14400.0,2.700000000000003,5515.324,-0.3299795219142844,-0.35448594052087845,0.5968958856593596,-0.4470722250793131,1.0532028743137456
0,144,DO,0.2857,0.3000000000000007,13145.0,2.5,1762.4393999999998,-0.034808438241115076,-1.0258374146229918,0.15670002830082017,-0.5207083029716545,-1.5355076695550514
0,145,DO,0.2574,0.0,13851.0,2.5,6530.1252,-0.28268207823965186,-1.2496212393236972,0.4043321201694487,-0.5207083029716545,1.7532048318401534
0,146,DO,0.2465,2.0,13808.0,2.8999999999999986,7044.0572,-0.3781528441754842,0.24227092534766823,0.3892497123077617,-0.3734361471869744,2.107711119412006
0,147,DO,0.1726,1.299999999999999,11813.0,2.0,6448.6302,-1.0254271196486953,-0.27989133228731045,-0.310503861740275,-0.7047984977025052,1.6969902160822934
0,148,DO,0.1867,1.1000000000000014,13007.0,3.3000000000000043,5297.6195,-0.9019282389427103,-0.4290805487544451,0.10829602167494094,-0.22616399140229163,0.9030320071899113
0,149,DO,0.2236,0.5,12077.0,3.5999999999999943,2959.9087,-0.5787290404993886,-0.8766481981558558,-0.21790489254294082,-0.1157098745637848,-0.7095026805209659
0,150,DO,0.2515,2.400000000000002,13922.0,3.5,6105.8235,-0.33435891484712077,0.5406493582819429,0.4292356308247924,-0.15252791350995287,1.4605248265526325
0,151,DO,0.3897,0.6999999999999993,13376.0,4.700000000000003,6015.2442,0.8761052917888434,-0.7274589816887198,0.23772412634848758,0.28928855384409013,1.3980439314656226
0,152,DO,0.0,0.1999999999999993,7980.0,1.1000000000000014,6105.0,-2.5371935600637996,-1.1004320228565612,-1.6549426834576306,-1.0361608482180362,1.4599567826716997
0,153,DO,0.3195,0.3000000000000007,14865.0,1.5,4023.727,0.26123852401862147,-1.0258374146229918,0.7599963427683004,-0.8888886924333561,0.02431089050399415
0,154,DO,0.2369,1.0,13209.0,3.6999999999999957,6155.2846,-0.4622371884859419,-0.5036751569880145,0.17914826325774968,-0.0788918356176141,1.494642707790267
0,155,DO,0.3679,2.1999999999999993,13918.0,3.6000000000000014,9693.6688,0.6851637599171791,0.3914601418148042,0.42783261613998425,-0.11570987456378218,3.9353925477397174
0,156,DO,0.2,1.5999999999999979,9319.0,0.29999999999999716,5310.664,-0.7854363869292637,-0.056107507586606445,-1.1852835177181213,-1.3307051597873991,0.9120300016098559
0,157,DO,0.2325,2.8000000000000007,12882.0,4.5,13048.6475,-0.5007758462949016,0.839027791216215,0.06445181277468802,0.21565247595174875,6.249630703409419
0,158,DO,0.2837,0.8000000000000007,14789.0,5.600000000000001,3717.6805999999997,-0.05232600997246045,-0.6528643734551505,0.7333390637569467,0.6206509043596211,-0.1867975306270707
0,159,DO,0.2905,0.10000000000000142,14403.0,1.0,3004.618,0.007233733914113528,-1.1750266310901278,0.5979481466729656,-1.072978887164207,-0.6786625538837138
0,160,DO,0.1566,0.5,12709.0,3.0,5179.0,-1.165567693499458,-0.8766481981558558,0.003771427656737977,-0.3366181082408037,0.8212092007123435
0,161,DO,0.2832,1.8999999999999986,13877.0,7.0,2987.609,-0.0567054029052968,0.1676763171140989,0.4134517156207013,1.1361034496060027,-0.6903952295009349
0,162,DO,0.0,0.3000000000000007,8615.0,0.5999999999999943,8763.0,-2.5371935600637996,-1.0258374146229918,-1.4322141022443458,-1.2202510429488898,3.2934244639330053
