,Number,Strain,Max.Parasitemia,Max.Weight.Delta,Max.RBC.Delta,Max.Temp.Delta,Immune.Intensity,Max.Parasitemia.zscore,Max.Weight.Delta.zscore,Max.RBC.Delta.zscore,Max.Temp.Delta.zscore,Immune.Intensity.zscore
0,163,DO,0.1732,1.8000000000000007,11424.0,2.0,8965.1512,-1.0201718481292916,0.09308170888053222,-0.4469470398378621,-0.7047984977025052,3.432866785952641
0,164,DO,0.1768,1.1999999999999993,15429.0,4.5,4785.0432,-0.9886402190128698,-0.35448594052087845,0.9578214133262416,0.21565247595174875,0.5494608709105663
0,165,DO,0.2176,0.6000000000000014,18671.0,3.0,5463.1312,-0.6312817556934247,-0.8020535899222865,2.0949648153632014,-0.3366181082408037,1.0172006877093307
0,166,DO,0.2896,2.1999999999999993,12925.0,4.0,8034.6842,-0.0006491733649915012,0.3914601418148042,0.07953422063637502,0.03156228122089794,2.791037902212925
0,167,DO,0.2784,1.5,14921.0,6.0,7255.6096,-0.0987475750605259,-0.13070211582017313,0.7796385483556137,0.7679230601443012,2.2536383159106004
0,169,PWK/PhJ,0.6325,0.9000000000000004,5387.0,2.0,6466.477500000001,3.0027384999741695,-0.5782697652215825,-2.5644469528844773,-0.7047984977025052,1.7093011445050839
0,170,PWK/PhJ,0.7115,1.6999999999999993,10712.0,14.799999999999997,5456.2905,3.694682583362312,0.018487100646962885,-0.6966836537337028,4.007910487407274,1.0124820261716316
0,171,PWK/PhJ,0.5996,3.0999999999999996,9368.0,11.100000000000001,4116.5724,2.714574444993539,1.062811615916919,-1.1680965878292222,2.64564304639898,0.08835492370707117
0,172,PWK/PhJ,0.6104,3.5,10026.0,13.000000000000004,4255.974,2.809169332342804,1.3611900488511923,-0.9373006721782908,3.345185786376214,0.18451306077107277
0,173,DO,0.4129,1.1999999999999993,8021.0,4.600000000000001,1971.972,1.0793091238724495,-0.35448594052087845,-1.6405617829383476,0.25247051489791944,-1.3909737153523978
0,174,DO,0.2622,0.0,8815.0,2.5,2456.587,-0.24063990608442323,-1.2496212393236972,-1.3620633680039411,-0.5207083029716545,-1.0566900658586251
0,176,DO,0.3555,1.8000000000000007,10105.0,2.0,3422.7855,0.5765548151828377,0.09308170888053222,-0.909591132153331,-0.7047984977025052,-0.39021387194096097
0,177,DO,0.0,0.0,0.0,1.2999999999999972,2442.0,-2.5371935600637996,-1.2496212393236972,-4.453956979649777,-0.9625247703256975,-1.066752064754998
0,179,DO,0.1842,1.5,8201.0,2.1000000000000014,3886.8343999999997,-0.9238252036068921,-0.13070211582017313,-1.5774261221219834,-0.6679804587563346,-0.07011655791731196
0,180,DO,0.2235,2.099999999999998,7686.0,6.200000000000003,6994.0740000000005,-0.5796049190859558,0.3168655335812349,-1.7580642627910255,0.8415591380366425,2.073233097664068
0,181,DO,0.1921,2.0,10532.0,0.3999999999999986,5747.1633,-0.8546307952680781,0.24227092534766823,-0.7598193145500669,-1.2938871208412284,1.213123816298789
0,182,DO,0.3724,2.900000000000002,9049.0,3.200000000000003,3762.9604,0.7245782963127062,0.9136223994497842,-1.2799870089426677,-0.2629820303484623,-0.15556387753678622
0,183,DO,0.0,0.8000000000000007,5516.0,0.3999999999999986,5516.0,-2.5371935600637996,-0.6528643734551505,-2.5191997292994164,-1.2938871208412284,1.0536691738444202
0,184,DO,0.2934,1.8999999999999986,8105.0,3.1000000000000014,2436.1857,0.03263421292456442,0.1676763171140989,-1.6110984745573778,-0.299800069294633,-1.0707627235733417
0,185,DO,0.0,1.7000000000000028,1431.0,1.2000000000000028,1231.0,-2.5371935600637996,0.018487100646965536,-3.952028476159682,-0.9993428092718656,-1.9020904251791668
0,186,DO,0.3117,0.0,8922.0,2.5,2215.1364,0.1929199942663743,-1.2496212393236972,-1.3245327251853247,-0.5207083029716545,-1.2232408076649273
0,188,DO,0.2559,2.3000000000000007,10064.0,3.700000000000003,1946.2667999999999,-0.29582025703816084,0.46605475004837355,-0.923972032672614,-0.0788918356176115,-1.4087049619439547
0,189,DO,0.332,0.0,8761.0,2.6999999999999957,2719.2018,0.37072334733953005,-1.2496212393236972,-1.3810040662488503,-0.4470722250793157,-0.8755404238643058
0,190,DO,0.2574,2.3000000000000007,9305.0,4.0,2519.753,-0.28268207823965186,0.46605475004837355,-1.1901940691149497,0.03156228122089794,-1.013118651428771
0,191,DO,0.3047,1.9000000000000021,6017.0,4.100000000000001,2548.0011,0.13160849320666598,0.16767631711410155,-2.3434721400272025,0.06838032016706863,-0.9936333322387647
0,192,DO,0.3327,3.400000000000002,11338.0,5.0,3189.7799999999997,0.3768544974455007,1.2865954406176257,-0.4771118555612361,0.39974267068259955,-0.550939249595638
0,193,DO,0.2854,0.7999999999999972,8516.0,4.0,2605.6688000000004,-0.037436074000817075,-0.6528643734551531,-1.4669387156933462,0.03156228122089794,-0.9538546022904302
0,195,DO,0.279,2.0000000000000018,8050.0,4.100000000000001,4175.2713,-0.09349230354112188,0.24227092534766956,-1.6303899264734891,0.06838032016706863,0.12884496737734574
0,196,DO,0.4215,1.4000000000000021,10454.0,3.6999999999999957,2905.712,1.1546346823172347,-0.2052967240537398,-0.7871781009038248,-0.0788918356176141,-0.7468871417252603
0,197,DO,0.3829,0.8000000000000007,8258.0,1.7999999999999972,3745.0,0.8165455479022694,-0.6528643734551505,-1.5574331628634681,-0.7784345755948466,-0.16795282145797713
0,198,DO,0.3901,2.0,10443.0,3.299999999999997,2894.2559,0.8796088061351126,0.24227092534766823,-0.7910363912870471,-0.22616399140229423,-0.7547894702065611
0,200,DO,0.4694,3.6999999999999993,10167.0,5.700000000000003,2668.9433,1.574180525282956,1.5103792653183281,-0.8878444045388055,0.6574689433057918,-0.9102083454063189
0,201,DO,0.3058,1.6999999999999993,10159.0,3.5999999999999943,3972.7904,0.14124315765890583,0.018487100646962885,-0.8906504339084217,-0.1157098745637848,-0.010824779132324365
0,202,DO,0.2557,2.0,9310.0,2.3999999999999986,4078.563,-0.2975720142112957,0.24227092534766823,-1.1884403007589395,-0.5575263419178251,0.06213633586503455
0,204,DO,0.0,0.0,1438.0,2.299999999999997,2935.0,-2.5371935600637996,-1.2496212393236972,-3.9495732004612676,-0.5943443808639959,-0.7266845076211289
0,205,DO,0.0,1.3000000000000007,0.0,2.200000000000003,1906.0,-2.5371935600637996,-0.2798913322873091,-4.453956979649777,-0.631162419810164,-1.4364806867098736
0,206,DO,0.2286,1.1000000000000014,9888.0,3.5,6296.7246,-0.5349351111710252,-0.4290805487544451,-0.98570467880417,-0.15252791350995287,1.5922069172852251
0,207,DO,0.0,1.1000000000000014,5847.0,0.30000000000000426,5303.0,-2.5371935600637996,-0.4290805487544451,-2.4031002641315466,-1.3307051597873965,0.9067434341496655
0,208,DO,0.3352,1.8000000000000007,9509.0,2.6999999999999957,3541.781,0.39875146210968243,0.09308170888053222,-1.1186403201897368,-0.4470722250793157,-0.30813170359426056
0,209,DO,0.2989,1.5999999999999979,10872.0,2.299999999999997,2706.008,0.0808075351857642,-0.056107507586606445,-0.640563066341379,-0.5943443808639959,-0.8846414042604778
0,210,DO,0.1206,0.5,0.0,1.1000000000000014,4069.1118,-1.4808839846636745,-0.8766481981558558,-4.453956979649777,-1.0361608482180362,0.0556169717758183
0,211,DO,0.4249,1.8000000000000007,12342.0,4.899999999999999,2892.7264,1.1844145542605218,0.09308170888053222,-0.1249551696744046,0.36292463173642886,-0.7558445073843223
0,212,DO,0.3441,3.1999999999999993,11741.0,5.299999999999997,3821.4994,0.4767046563141695,1.137406224150487,-0.33575812606682065,0.510196787521109,-0.11518413164011355
0,213,DO,0.0,1.3499999999999979,1587.0,1.0,3155.0,-2.5371935600637996,-0.2425940281705271,-3.8973109034521665,-1.072978887164207,-0.5749302224903964
0,214,DO,0.3455,0.6999999999999993,9284.0,4.400000000000006,3485.659,0.48896695652611083,-0.7274589816887198,-1.197559896210192,0.1788344370055807,-0.34684422173111035
0,215,DO,0.2638,2.799999999999997,10067.0,1.2999999999999972,3947.0400000000004,-0.22662584869934702,0.8390277912162123,-0.9229197716590078,-0.9625247703256975,-0.028587204331553148
0,217,DO,0.3126,1.6999999999999993,9554.0,5.399999999999999,3611.3278,0.2008029015454798,0.018487100646962885,-1.1028564049856457,0.5470148264672797,-0.26015886306185126
0,218,DO,0.3093,3.1999999999999993,11821.0,1.8000000000000043,3635.2462,0.17189890818876025,1.137406224150487,-0.3076978323706588,-0.7784345755948441,-0.243660137182438
0,219,DO,0.161,1.8000000000000007,10499.0,2.1999999999999957,4741.8374,-1.1270290356904982,0.09308170888053222,-0.7713941856997337,-0.6311624198101665,0.519657846853742
0,221,DO,0.3676,2.3000000000000007,12544.0,5.799999999999997,4082.0461999999998,0.6825361241574771,0.46605475004837355,-0.054102928091595885,0.6942869822519598,0.06453902007397691
0,222,DO,0.3817,1.3000000000000007,11032.0,7.300000000000001,5227.207,0.8060350048634619,-0.2798913322873091,-0.5844424789490552,1.2465575664445137,0.8544620135455129
0,223,DO,0.2455,3.5,11638.0,3.6000000000000014,3296.1765,-0.3869116300411569,1.3611900488511923,-0.3718857542006291,-0.11570987456378218,-0.4775477732414924
0,224,DO,0.2529,1.4000000000000021,10408.0,3.5,4959.8813,-0.3220966146351789,-0.2052967240537398,-0.8033127697791178,-0.15252791350995287,0.6700628294520005
0,225,DO,0.0,0.6999999999999993,4336.0,1.8999999999999986,1963.0,-2.5371935600637996,-0.7274589816887198,-2.933089061317804,-0.741616536648676,-1.3971625310169111
0,226,DO,0.0,2.8999999999999986,5722.0,1.1999999999999957,4456.0,-2.5371935600637996,0.9136223994497816,-2.4469444730317993,-0.9993428092718681,0.32248943639634503
0,227,DO,0.2004,1.6999999999999993,9136.0,5.899999999999999,3567.0,-0.7819328725829947,0.018487100646962885,-1.2494714395480917,0.7311050211981305,-0.2907358339728426
0,229,DO,0.2289,2.6000000000000014,10700.0,3.1000000000000014,2770.7093999999997,-0.5323074754113234,0.689838574749079,-0.700892697788127,-0.299800069294633,-0.8400108828788525
0,230,DO,0.4082,2.8000000000000007,10727.0,6.300000000000001,2465.044,1.038142830303788,0.839027791216215,-0.6914223486656724,0.8783771769828119,-1.0508564931797588
0,231,DO,0.5357,2.3999999999999986,15270.0,9.5,4812.4068,2.154888028177054,0.5406493582819403,0.90205157960512,2.056554423260257,0.5683360688951266
0,232,DO,0.2768,2.099999999999998,11484.0,3.8999999999999986,4817.7544,-0.11276163244560208,0.3168655335812349,-0.4259018195657407,-0.005255757725272741,0.5720248016913316
0,233,DO,0.4265,1.8999999999999986,13436.0,4.900000000000006,3111.4484,1.198428611645598,0.1676763171140989,0.25876934662060896,0.36292463173643147,-0.6049717766917581
0,234,DO,0.2299,0.6999999999999993,13817.0,2.6999999999999957,3524.6635,-0.5235486895456507,-0.7274589816887198,0.3924064953485799,-0.4470722250793157,-0.3199392216657391
0,235,DO,0.0,0.0,4056.0,1.1999999999999957,1459.0,-2.5371935600637996,-1.2496212393236972,-3.0313000892543704,-0.9993428092718681,-1.7448178024073167
0,236,DO,0.2619,0.1999999999999993,13705.0,4.299999999999997,3267.7364,-0.24326754184412475,-1.1004320228565612,0.3531220841739533,0.14201639805940738,-0.49716553253488593
0,237,DO,0.2756,1.8999999999999986,8682.0,3.5999999999999943,4816.814,-0.12327217548440912,0.1676763171140989,-1.4087136062738101,-0.1157098745637848,0.5713761211016186
0,238,DO,0.2266,2.1999999999999993,11792.0,2.799999999999997,3499.9390000000003,-0.5524526829023706,0.3914601418148042,-0.31786968883551747,-0.41025418613314507,-0.33699398904171535
0,239,DO,0.2365,4.800000000000001,13560.0,4.700000000000003,3475.6696,-0.4657407028322111,2.33091995588758,0.30226280184965987,0.28928855384409013,-0.3537348319851327
0,240,DO,0.2557,1.8000000000000007,9064.0,0.30000000000000426,3165.9815,-0.2975720142112957,0.09308170888053222,-1.2747257038746374,-1.3307051597873965,-0.5673552693896549
0,241,DO,0.5211,3.1999999999999993,14314.0,5.799999999999997,3063.7119999999995,2.0270097545382337,1.137406224150487,0.5667310699359855,0.6942869822519598,-0.637899973313189
0,242,DO,0.3736,3.3999999999999986,14199.0,3.0999999999999943,3350.15,0.7350888393515133,1.286595440617623,0.5263943977477529,-0.2998000692946356,-0.4403172736573851
0,243,DO,0.352,2.0,9371.0,6.099999999999994,1432.244,0.5458990646529833,0.24227092534766823,-1.167044326815616,0.8047410990904692,-1.7632738826480345
0,245,DO,0.4463,0.0,10699.0,4.700000000000003,6638.0,1.371852571785917,-1.2496212393236972,-0.7012434514593291,0.28928855384409013,1.8276160280111564
0,246,DO,0.2307,0.0,9611.0,2.5,2744.9723999999997,-0.5165416608531126,-1.2496212393236972,-1.0828634457271304,-0.5207083029716545,-0.8577640648625329
0,247,DO,0.4156,2.9999999999999982,14607.0,12.100000000000001,3047.0652,1.1029578457097662,0.9882170076833496,0.6695018955981784,3.013823435860682,-0.6493828061937081
0,248,DO,0.546120059,1.5700000000000003,13023.0,7.799999999999997,3115.796484354,2.2461550936657306,-0.07848589005667513,0.11390808041417333,1.430647761175363,-0.6019725019970793
0,249,DO,0.244292237,1.1099999999999994,10867.0,5.100000000000001,4441.4543407090005,-0.39749016753463934,-0.4216210879310898,-0.6423168346973891,0.43656070962877025,0.3124559539987958
0,250,DO,0.414012739,2.8000000000000007,10261.0,4.199999999999996,2581.738852685,1.0890553664978326,0.839027791216215,-0.8548735594458153,0.1051983591132367,-0.9703612934177209
0,251,DO,0.284132841,0.0,12731.0,3.6999999999999957,3324.612547914,-0.04853484833957667,-1.2496212393236972,0.011488008423182492,-0.0788918356176141,-0.4579328090454363
0,252,DO,0.360086768,2.59,10748.0,3.8999999999999986,3084.2950100479998,0.6167293339103576,0.6823791139257209,-0.68405652157043,-0.005255757725272741,-0.6237019734237664
0,253,DO,0.485781991,3.9399999999999977,12799.0,5.300000000000004,3273.7014186799997,1.7176668765053333,1.6894063250788909,0.03533925806492008,0.5101967875211116,-0.4930509091459093
0,254,DO,0.310061602,2.599999999999998,12285.0,4.300000000000001,3661.993139272,0.17856961702162805,0.6898385747490763,-0.14494812893291995,0.1420163980594087,-0.22521030696126768
0,255,DO,0.275618375,0.0,13406.0,5.600000000000001,3776.869715654,-0.12311123279412725,-1.2496212393236972,0.24824673648454829,0.6206509043596211,-0.14596934001982934
0,256,DO,0.421161826,3.219999999999999,13274.0,9.0,3043.4273848519997,1.1516726886658968,1.1523251457972004,0.2019472518858812,1.872464228529406,-0.6518921427265378
0,257,DO,0.26171875,1.7100000000000009,9391.0,4.5,3454.43359375,-0.2448550717822781,0.02594656147032088,-1.1600292533915757,0.21565247595174875,-0.36838326356468065
0,258,DO,0.231800766,2.5199999999999996,10549.0,3.1000000000000014,3873.342915018,-0.5069002871708995,0.6301628881622229,-0.7538565021396325,-0.299800069294633,-0.07942287909365463
0,259,DO,0.286655684,1.3599999999999994,10761.0,2.1999999999999957,3422.201150975,-0.026437806729865444,-0.23513456734716912,-0.6794967238448036,-0.6311624198101665,-0.3906169513434869
0,260,DO,0.196540881,0.879999999999999,11477.0,1.6000000000000014,4773.0,-0.8157340695341436,-0.5931886868682972,-0.42835709526415483,-0.8520706534871855,0.5411535654256279
0,261,DO,0.411290323,2.919999999999998,11895.0,2.0,3324.8387072719997,1.0652103077165513,0.9285413210964949,-0.2817420607017091,-0.7047984977025052,-0.45777680608316873
0,262,DO,0.300191205,3.3500000000000014,12691.0,10.700000000000003,3305.659964089,0.09211692328945024,1.2492981365008409,-0.002542138424898444,2.4983708906143,-0.47100615363517806
0,263,DO,0.272912424,2.8999999999999986,12093.0,5.100000000000001,3688.824844136,-0.14681207816613046,0.9136223994497816,-0.21229283380370845,0.43656070962877025,-0.2067020060954716
0,264,DO,0.285714286,2.629999999999999,8640.0,4.100000000000001,3363.4991773399997,-0.0346833102262383,0.7122169572191476,-1.4234452604642953,0.06838032016706863,-0.4311091151832259
0,265,DO,0.280879865,2.0199999999999996,10279.0,4.399999999999999,3922.215053652,-0.07702696854974929,0.2571898469943816,-0.8485599933641789,0.17883443700557808,-0.04571125881541506
0,266,DO,0.257839721,0.15000000000000213,12270.0,2.200000000000003,2688.8466921309996,-0.27883065616001235,-1.137729326973343,-0.1502094340009503,-0.631162419810164,-0.8964791406585166
0,267,DO,0.420289855,2.3000000000000007,11430.0,2.5,3836.144927875,1.1440352813958201,0.46605475004837355,-0.44484251781064993,-0.5207083029716545,-0.10508176067178247
0,268,DO,0.336380256,1.9499999999999993,11901.0,6.5,3224.8921385920003,0.40908907168035774,0.20497362123088356,-0.2796375386744969,0.952013254875152,-0.5267191700890914
0,269,DO,0.34375,2.7900000000000027,12629.0,5.399999999999999,4784.076752697,0.47363908126118387,0.8315683303928596,-0.024288866039423894,0.5470148264672797,0.5487942230942787
0,270,DO,0.295454545,1.6900000000000013,12294.0,5.5,3873.08695479,0.05062953263095306,0.011027639823607544,-0.14179134589210174,0.5838328654134504,-0.07959943846375468
0,271,DO,0.083333333,1.8000000000000007,6096.0,2.0,3736.416669881,-1.807294740844005,0.09308170888053222,-2.315762600002243,-0.7047984977025052,-0.17387353566820413
0,272,DO,0.360465116,3.1899999999999977,9824.0,5.099999999999994,2079.9958321060003,0.6200432030250629,1.129946763327129,-1.0081529137610996,0.43656070962876764,-1.3164597179963597
0,273,DO,0.387423935,1.1700000000000017,11034.0,3.200000000000003,2881.456390135,0.8561697258374912,-0.37686432299094713,-0.5837409716066512,-0.2629820303484623,-0.7636184723410466
0,274,DO,0.24648986,2.6099999999999994,12346.0,4.699999999999999,2657.7388206,-0.37824165826416206,0.6972980355724342,-0.12355215498959651,0.2892885538440888,-0.9179371079590871
0,275,DO,0.294964029,1.370000000000001,9416.0,2.3999999999999986,2428.6615395599997,0.046333208023266785,-0.22767510652381112,-1.151260411611525,-0.5575263419178251,-1.0759528307950743
0,276,DO,0.198996656,2.169999999999998,9113.0,5.600000000000001,3814.1554192599997,-0.7942244621748713,0.3690817593447329,-1.2575387739857382,0.6206509043596211,-0.1202499523092619
0,277,DO,0.276707531,0.0,11687.0,2.3000000000000043,3390.262695237,-0.11357154861581484,-1.2496212393236972,-0.35469882431172994,-0.5943443808639932,-0.41264784915575836
0,278,DO,0.180851064,1.9199999999999982,12064.0,4.299999999999997,5084.150943152,-0.9531578169087345,0.18259523876081224,-0.2224646902685671,0.14201639805940738,0.7557830606337413
0,279,DO,0.369294606,0.0,10430.0,5.899999999999999,3081.995176263,0.6973788152381616,-1.2496212393236972,-0.7955961890126734,0.7311050211981305,-0.6252883808417763
0,280,DO,0.230329041,1.8200000000000003,11157.0,3.8999999999999986,3916.9537628689995,-0.5197908112990565,0.10800063052724555,-0.5405982700488023,-0.005255757725272741,-0.049340456186501964
0,281,DO,0.187725632,0.0,13360.0,4.799999999999997,6442.35017952,-0.8929449478777288,-1.2496212393236972,0.2321120676092552,0.3261065927902582,1.692658306907072
0,282,DO,0.258561644,1.129999999999999,11355.0,0.7000000000000028,3619.085106288,-0.2725074871915087,-0.40670216628437644,-0.4711490431508017,-1.1834330040027163,-0.25480793365150767
0,283,DO,0.285945073,1.1600000000000001,11596.0,2.700000000000003,3428.65328615,-0.032661896312657215,-0.38432378381430515,-0.3866174083911141,-0.4470722250793131,-0.3861663187932643
0,284,DO,0.319343066,2.6900000000000013,11816.0,4.0,5504.21712198,0.259863972717578,0.7569737221592903,-0.30945160072666894,0.03156228122089794,1.0455414364321125
0,285,DO,0.265432099,2.0799999999999983,12508.0,1.5,3216.177617676,-0.21233064304676852,0.30194661193452155,-0.06673006025486873,-0.8888886924333561,-0.5327303786884753
0,286,DO,0.273504274,0.5600000000000023,12311.0,1.7000000000000028,4791.333328906,-0.14162819075153205,-0.8318914332157131,-0.13582853348166735,-0.8152526145410147,0.553799752799249
0,287,DO,0.223583461,0.3200000000000003,9334.0,4.300000000000004,2685.063863945,-0.5788739020588208,-1.0109184929762784,-1.180022212650091,0.14201639805941,-0.899088506054602
0,288,DO,0.417840376,3.1899999999999977,9296.0,5.5,3054.19244529,1.1225808193523583,1.129946763327129,-1.1933508521557679,0.5838328654134504,-0.6444664879485477
0,289,DO,0.184357542,0.46000000000000085,10061.0,3.200000000000003,4757.0618722340005,-0.9224453269640422,-0.9064860414492825,-0.92502429368622,-0.2629820303484623,0.5301595691281209
0,290,DO,0.298025135,1.0700000000000003,9447.0,5.600000000000001,3777.540392165,0.07314477998939245,-0.45145893122451647,-1.1403870478042624,0.6206509043596211,-0.1455067125903714
0,291,DO,0.307692308,3.7399999999999984,10300.0,2.6000000000000014,2771.259856968,0.15781747822280526,1.5402171086117549,-0.8411941662689364,-0.4838902640254838,-0.8396311819530611
0,292,DO,0.433476395,3.7300000000000004,12454.0,5.400000000000006,3242.9999995099997,1.2595333615649478,1.5327576477883995,-0.08567075849977798,0.5470148264672823,-0.5142285087761017
0,293,DO,0.258373206,1.370000000000001,10110.0,2.1000000000000014,3550.8086105519997,-0.27415797528246394,-0.22767510652381112,-0.9078373637973208,-0.6679804587563346,-0.3019045282044543
0,294,DO,0.313111546,3.0,12668.0,2.4000000000000057,5175.005870753999,0.20528342341992148,0.988217007683351,-0.010609472862544982,-0.5575263419178226,0.8184540814921317
0,295,DO,0.295045045,2.3599999999999994,9857.0,5.0000000000000036,4064.477195166,0.04704280981896003,0.5108115149885135,-0.9965780426114328,0.3997426706826009,0.05242005748742227
0,296,DO,0.241869919,2.780000000000001,10977.0,4.399999999999999,3297.2369591039997,-0.41870673219520393,0.8241088695695016,-0.6037339308651666,0.17883443700557808,-0.476816276817684
0,297,DO,0.174392936,1.629999999999999,9016.0,3.8999999999999986,5223.22819015,-1.0097231771538395,-0.033729125116535114,-1.2915618800923345,-0.005255757725272741,0.8517174615252497
0,298,DO,0.26993865,2.2600000000000016,10649.0,1.6000000000000014,3762.114567304,-0.17285872784503523,0.4362169067549469,-0.7187811350194302,-0.8520706534871855,-0.15614732633733924
0,299,DO,0.372469636,2.120000000000001,11284.0,3.6000000000000014,3633.130045857,0.725188223125248,0.3317844552279509,-0.4960525538061454,-0.11570987456378218,-0.24511984381515356
0,300,DO,0.384761905,2.5,13825.0,4.300000000000004,2738.847617675,0.8328535750994946,0.6152439665155096,0.39521252471819607,0.14201639805941,-0.8619888919684949
0,301,DO,0.278026906,0.6499999999999986,11850.0,5.199999999999996,3642.187265281,-0.10201542551429285,-0.7647562858055045,-0.2975259759058001,0.47337874857493834,-0.23887224445623864
0,302,DO,0.446854664,3.669999999999998,13672.0,5.599999999999998,3642.13409928,1.3767107549893147,1.488000882848257,0.34154721302428653,0.6206509043596198,-0.23890891794930666
0,303,DO,0.357692308,3.25,11930.0,1.2999999999999972,2061.214956184,0.5957567715064391,1.1747035282672715,-0.26946568220963824,-0.9625247703256975,-1.3294146198130512
0,304,DO,0.471172962,5.599999999999998,13328.0,8.0,3471.37270764,1.5897095197889306,2.927676821756124,0.22088795013079046,1.5042838390677045,-0.3566987948413851
0,305,DO,0.212355212,2.870000000000001,11140.0,1.1999999999999957,3903.238022806,-0.6772197306962744,0.8912440169797129,-0.5465610824592367,-0.9993428092718681,-0.058801466769681184
0,306,DO,0.35610766,3.5,11022.0,4.600000000000001,3381.47412356,0.5818771790019724,1.3611900488511923,-0.5879500156610755,0.25247051489791944,-0.41871013739286456
0,307,DO,0.2,2.799999999999997,10419.0,6.0,4000.103775458,-0.7854363869292637,0.8390277912162123,-0.7994544793958956,0.7679230601443012,0.008015774354658075
0,308,DO,0.324324324,3.5100000000000016,10645.0,6.699999999999999,3366.081084216,0.30349374488124686,1.3686495096745503,-0.7201841497042383,1.025649332767492,-0.4293281359457644
0,309,DO,0.172284644,2.0100000000000016,9501.0,3.799999999999997,3203.1901293720002,-1.0281892553241503,0.24973038617102622,-1.1214463495593532,-0.042073796671443425,-0.5416890468849171
0,310,DO,0.376873662,0.5499999999999972,13454.0,5.100000000000001,4475.820126446,0.7637621438061031,-0.8393508940390738,0.26508291270224543,0.43656070962877025,0.33616120512367914
0,311,DO,0.270909091,2.219999999999999,12894.0,10.299999999999997,3581.72680361,-0.16435884293076605,0.4063790634615176,0.0686608568291123,2.351098734829617,-0.28057739963604156
0,312,DO,0.425263158,1.629999999999999,12920.0,4.5,3084.082104606,1.1875953774179275,-0.033729125116535114,0.07778045228036491,0.21565247595174875,-0.6238488339380898
0,313,DO,0.229110512,0.7700000000000031,10077.0,0.7999999999999972,2431.953736052,-0.530463645881169,-0.6752427559252192,-0.9194122349469876,-1.1466149650565483,-1.0736818993171042
0,314,DO,0.135658915,1.1799999999999997,7115.0,2.700000000000003,4712.86046181,-1.3489861728093082,-0.3694048621675918,-1.9583446090473808,-0.4470722250793131,0.49966978076146484
0,315,DO,0.412997904,3.1900000000000013,11993.0,10.8,3881.595385264,1.0801666440438427,1.1299467633271316,-0.24736820092391076,2.5351889295604693,-0.07373038944481655
0,316,DO,0.221276596,0.0,11720.0,2.700000000000003,3935.3957422040003,-0.599079238614836,-1.2496212393236972,-0.3431239531620632,-0.4470722250793131,-0.036619322593871156
0,317,DO,0.260700389,0.4400000000000013,11349.0,0.20000000000000284,4085.445762596,-0.2537746777152306,-0.9214049630959958,-0.47325356517801387,-1.3675231987335672,0.06688401185358225
0,318,DO,0.38030888,2.509999999999998,12468.0,1.5,2646.0,0.7938504826700076,0.622703427338865,-0.08076020710294966,-0.8888886924333561,-0.9260344549065004
0,319,DO,0.226618705,0.4399999999999977,11496.0,3.6999999999999957,3386.625172388,-0.5522888498127531,-0.9214049630959985,-0.4216927755113164,-0.0788918356176141,-0.41515698406301615
0,320,DO,0.236206897,0.490000000000002,9163.0,2.3999999999999986,2714.849772757,-0.4683079292457972,-0.8841076589792112,-1.2400010904256369,-0.5575263419178251,-0.8785424183330824
0,321,DO,0.206759443,2.3500000000000014,11759.0,3.200000000000003,5691.232607088,-0.7262318731210438,0.5033520541651583,-0.32944455998518424,-0.2629820303484623,1.1745432603000292
0,322,DO,0.259259259,0.08999999999999986,12129.0,4.399999999999999,3868.284039725,-0.2663972267898271,-1.1824860919134859,-0.1996657016404356,0.17883443700557808,-0.08291245183753967
0,323,DO,0.295585413,0.6900000000000013,13339.0,3.0,3960.9081639640003,0.051775777419621964,-0.7349184425120752,0.2247462405140127,-0.3366181082408037,-0.01902105292958682
0,324,DO,0.224206349,4.41,13412.0,4.399999999999999,2905.94737023,-0.5734181594485238,2.0400009837766633,0.25035125851176043,0.17883443700557808,-0.7467247851752843
0,325,DO,0.229565217,0.9000000000000021,12251.0,2.200000000000003,4114.535655023,-0.5264809821541183,-0.5782697652215811,-0.15687375375378873,-0.631162419810164,0.08694999289807906
0,326,DO,0.358369099,2.2300000000000004,12095.0,3.5,3006.6111101340002,0.6016846389512537,0.41383852428487555,-0.21159132646130438,-0.15252791350995287,-0.6772877220492954
0,327,DO,0.323155216,4.190000000000001,17188.0,8.100000000000001,3345.669628402,0.2932537782554022,1.8758928456628141,1.5747971209706009,1.5411018780138752,-0.4434077990618149
0,328,DO,0.402843602,0.9600000000000009,13291.0,5.599999999999998,3039.890994516,0.9912272872104708,-0.5335130002814411,0.2079100642963156,0.6206509043596198,-0.6543315172146419
0,329,DO,0.435344828,3.1300000000000026,13435.0,3.8000000000000043,2547.253639949,1.2758985661163043,1.0851899983869915,0.25841859294940694,-0.04207379667144081,-0.9941489243555979
0,330,DO,0.333333333,2.16,13662.0,5.0,4714.666668388,0.3824017255741649,0.36162229852137756,0.3380396763122663,0.39974267068259955,0.5009156879798417
0,331,DO,0.219277108,2.8999999999999986,13197.0,4.899999999999999,3747.64498876,-0.6165923258478181,0.9136223994497816,0.1749392192033254,0.36292463173642886,-0.16612832882864692
0,332,DO,0.272084806,0.0,11595.0,9.8,2401.903380146,-0.15406100700670652,-1.2496212393236972,-0.3869681620623161,2.1670085400987675,-1.0944104005827366
