Batch,Mouse.ID,Strain,Day,Weight,Weight.Percent.Loss,Temperature,Temperature.Delta,RBC,Infected.,Parasitemia,Parasite.Density,Blood.Glucose
Albus,A1,DO,0,25.5,0,36.7,0,6.56,Infected,0,0,
Albus,A2,DO,0,18.6,0,37.3,0,7.6245,Infected,0,0,
Albus,A3,DO,0,31.5,0,38.4,0,7.419,Infected,0,0,
Albus,A4,DO,0,23.3,0,37.9,0,7.171,Infected,0,0,
Albus,A5,DO,0,22.2,0,37.6,0,7.007,Infected,0,0,
Albus,A6,DO,0,25.8,0,36.9,0,7.554,Infected,0,0,
Albus,A7,DO,0,20.8,0,38.1,0,7.594,Infected,0,0,
Albus,A8,DO,0,30,0,37.1,0,8.035,Infected,0,0,
Albus,A9,DO,0,31,0,36.9,0,7.4225,Infected,0,0,
Albus,A10,DO,0,25,0,38.1,0,8.6215,Infected,0,0,
Albus,A11,DO,0,24.4,0,38.6,0,8.0425,Infected,0,0,
Albus,A12,DO,0,26.5,0,37.5,0,7.515,Infected,0,0,
Albus,A13,DO,0,20.9,0,36.6,0,7.574,Infected,0,0,
Albus,A14,DO,0,28.9,0,38.5,0,7.503,Infected,0,0,
Albus,A15,DO,0,25.4,0,37.6,0,6.8785,Infected,0,0,
Albus,A16,DO,0,23.3,0,38.5,0,7.024,Infected,0,0,
Albus,A17,DO,0,19.4,0,38.9,0,5.512,Infected,0,0,
Albus,A18,DO,0,27.4,0,37.3,0,6.841,Infected,0,0,
Albus,A19,DO,0,23.1,0,37.5,0,7.553,Infected,0,0,
Albus,A20,DO,0,31.3,0,37,0,8.1395,Infected,0,0,
Albus,A21,DO,0,28.7,0,38.9,0,6.648,Infected,0,0,
Albus,A22,DO,0,23.1,0,38.2,0,7.024,Infected,0,0,
Albus,A23,DO,0,24.2,0,33.7,0,7.003,Infected,0,0,
Albus,A24,DO,0,28,0,38.8,0,8.161,Infected,0,0,
Albus,A25,DO,0,17,0,38.2,0,8.826,Infected,0,0,
Albus,A26,DO,0,23.9,0,37.2,0,9.4005,Infected,0,0,
Albus,A27,DO,0,23.1,0,38.2,0,6.7495,Infected,0,0,
Albus,A28,DO,0,45.9,0,36.7,0,8.605,Infected,0,0,
Albus,A29,DO,0,27.2,0,37.8,0,7.94,Infected,0,0,
Albus,A30,DO,0,22.6,0,37.3,0,8.4735,Infected,0,0,
Albus,A31,DO,0,23.8,0,36.2,0,9.168,Infected,0,0,
Albus,A32,DO,0,29.7,0,37.5,0,7.693,Infected,0,0,
Albus,A33,DO,0,22.4,0,38.9,0,8.241,Infected,0,0,
Albus,A34,DO,0,25.1,0,36.9,0,9.13,Infected,0,0,
Albus,A35,DO,0,32.7,0,36.1,0,8.6095,Infected,0,0,
Albus,A36,DO,0,20.3,0,37.5,0,9.485,Infected,0,0,
Albus,A37,DO,0,25.2,0,36.9,0,8.9355,Infected,0,0,
Albus,A38,DO,0,26.5,0,35.8,0,7.489,Infected,0,0,
Albus,A39,DO,0,23.3,0,37.9,0,8.779,Infected,0,0,
Albus,A40,DO,0,23.3,0,37.1,0,8.1875,Infected,0,0,
Albus,A41,DO,0,27.2,0,36.2,0,8.522,Infected,0,0,
Albus,A42,DO,0,33.8,0,34.9,0,7.3335,Infected,0,0,
Albus,A43,DO,0,26.3,0,36.8,0,9.405,Infected,0,0,
Albus,A44,DO,0,24.8,0,37.7,0,9.46,Infected,0,0,
Albus,A45,DO,0,33.9,0,38,0,9.284,Infected,0,0,
Albus,A46,DO,0,26.9,0,37.1,0,9.5095,Infected,0,0,
Albus,A47,DO,0,29,0,36.6,0,8.6155,Infected,0,0,
Albus,A48,DO,0,23.6,0,36.2,0,8.534,Infected,0,0,
Albus,A49,DO,0,29.4,0,31.6,0,9.6835,Infected,0,0,
Albus,A52,DO,0,24.1,0,36.6,0,10.858,Infected,0,0,
Albus,A1,DO,5,24.8,-0.02745098,38.1,1.4,5.745,Infected,0,0,
Albus,A2,DO,5,18.6,0,37.4,0.1,5.6195,Infected,0.029787,167388.0465,
Albus,A3,DO,5,30.7,-0.025396825,37.8,-0.6,6.478,Infected,0.055944056,362405.5944,
Albus,A4,DO,5,24.2,0.038626609,36.7,-1.2,8.2655,Infected,0.0375,309956.25,
Albus,A5,DO,5,22.2,0,37.4,-0.2,6.998,Infected,0,0,
Albus,A6,DO,5,26.3,0.019379845,35.5,-1.4,6.671,Infected,0.032315978,215579.8923,
Albus,A7,DO,5,20.8,0,37.8,-0.3,6.47,Infected,0.028806584,186378.6008,
Albus,A8,DO,5,30.3,0.01,36.4,-0.7,7.6665,Infected,0.018595041,142558.8843,
Albus,A9,DO,5,31.3,0.009677419,37.5,0.6,7.4685,Infected,0.047258979,352953.6862,
Albus,A10,DO,5,24.4,-0.024,36.1,-2,9.065,Infected,0.0275,249287.5,
Albus,A11,DO,5,24.1,-0.012295082,38.5,-0.1,7.167,Infected,0.052154195,373789.1156,
Albus,A12,DO,5,26.6,0.003773585,37.6,0.1,5.6845,Infected,0.00856531,48689.50749,
Albus,A13,DO,5,20,-0.043062201,36.9,0.3,7.9375,Infected,0.026923077,213701.9231,
Albus,A14,DO,5,28.6,-0.010380623,37.6,-0.9,7.6685,Infected,0.014028056,107574.1483,
Albus,A15,DO,5,24.4,-0.039370079,37.3,-0.3,6.092,Infected,0.03125,190375,
Albus,A16,DO,5,23.1,-0.008583691,37.9,-0.6,5.6935,Infected,0.023255814,132406.9767,
Albus,A17,DO,5,19.2,-0.010309278,38.3,-0.6,5.3345,Infected,0.085714286,457242.8571,
Albus,A18,DO,5,26.4,-0.03649635,36.1,-1.2,6.31,Infected,0.041758242,263494.5055,
Albus,A19,DO,5,22.8,-0.012987013,36.6,-0.9,6.3635,Infected,0.019230769,122375,
Albus,A20,DO,5,30.1,-0.038338658,36,-1,8.931,Infected,0.011363636,101488.6364,
Albus,A21,DO,5,28.9,0.006968641,37,-1.9,5.154,Infected,0.06639839,342217.3038,
Albus,A22,DO,5,24.2,0.038327526,37.5,-0.7,7.758,Infected,0.053648069,416201.7167,
Albus,A23,DO,5,24.2,0,35.7,2,7.6465,Infected,0.040472175,309470.489,
Albus,A24,DO,5,27.7,-0.010714286,37.9,-0.9,7.091,Infected,0.035545024,252049.763,
Albus,A25,DO,5,16.8,-0.011764706,37.9,-0.3,8.6475,Infected,0.027842227,240765.6613,
Albus,A26,DO,5,24.23,0.013807531,37.5,0.3,8.4865,Infected,0.012173913,103313.913,
Albus,A27,DO,5,23.6,0.021645022,36.9,-1.3,7.639,Infected,0.023178808,177062.9139,
Albus,A28,DO,5,46.38,0.010457516,36.3,-0.4,8.3645,Infected,0.017953321,150170.5566,
Albus,A29,DO,5,26.82,-0.013970588,38.4,0.6,8.3395,Infected,0.018552876,154721.7069,
Albus,A30,DO,5,24.2,0.07079646,36.6,-0.7,7.391,Infected,0.039316239,290586.3248,
Albus,A31,DO,5,24.98,0.049579832,35.3,-0.9,9.3015,Infected,0.027079304,251878.1431,
Albus,A32,DO,5,29.28,-0.014141414,35.7,-1.8,8.692,Infected,0.041904762,364236.1905,
Albus,A33,DO,5,22.51,0.004910714,39.5,0.6,10.1045,Infected,0.022900763,231400.7634,
Albus,A34,DO,5,25.74,0.025498008,38.9,2,8.381,Infected,0.009416196,78917.13748,
Albus,A35,DO,5,34.71,0.06146789,37.3,1.2,7.787,Infected,0.008016032,62420.84168,
Albus,A36,DO,5,19.89,-0.020197044,35.8,-1.7,9.502,Infected,0,0,
Albus,A37,DO,5,24.9,-0.011904762,36.3,-0.6,8.0105,Infected,0.002061856,16516.49485,
Albus,A38,DO,5,27.82,0.049811321,37,1.2,7.5645,Infected,0.01039501,78633.05613,
Albus,A39,DO,5,23.99,0.029613734,38.2,0.3,8.016,Infected,0.031674208,253900.4525,
Albus,A40,DO,5,23.95,0.027896996,38,0.9,8.3365,Infected,0.014644351,122082.636,
Albus,A41,DO,5,29.4,0.080882353,36.6,0.4,8.2115,Infected,0.018,147807,
Albus,A42,DO,5,34.52,0.021301775,36.2,1.3,7.267,Infected,0.03646833,265015.3551,
Albus,A43,DO,5,24.75,-0.058935361,38.5,1.7,9.076,Infected,0.015238095,138300.9524,
Albus,A44,DO,5,24.5,-0.012096774,36.9,-0.8,8.0005,Infected,0.017391304,139139.1304,
Albus,A45,DO,5,35.17,0.037463127,37.1,-0.9,8.3995,Infected,0.006237006,52387.73389,
Albus,A46,DO,5,27.6,0.026022305,36.2,-0.9,8.4295,Infected,0.007936508,66900.79365,
Albus,A47,DO,5,31.37,0.081724138,36.7,0.1,7.461,Infected,0.022608696,168683.4783,
Albus,A48,DO,5,24.61,0.04279661,37.2,1,9.172,Infected,0,0,
Albus,A49,DO,5,31.18,0.060544218,31.9,0.3,8.3995,Infected,0.013779528,115741.1417,
Albus,A52,DO,5,24.22,0.004979253,35.7,-0.9,7.633,Infected,0.018099548,138153.8462,
Albus,A1,DO,6,24.5,-0.039215686,36.4,-0.3,3.23275,Infected,0.007072136,22862.44696,
Albus,A2,DO,6,18.3,-0.016129032,37.6,0.3,5.574,Infected,0.077889447,434155.7789,
Albus,A3,DO,6,30.1,-0.044444444,37.9,-0.5,6.2915,Infected,0.159793814,1005342.784,
Albus,A4,DO,6,24.2,0.038626609,36.7,-1.2,7.805,Infected,0.100616016,785308.0082,
Albus,A5,DO,6,22,-0.009009009,37.2,-0.4,4.0085,Infected,0,0,
Albus,A6,DO,6,25.5,-0.011627907,37.2,0.3,6.5055,Infected,0.173302108,1127416.862,
Albus,A7,DO,6,20.5,-0.014423077,38.4,0.3,5.5215,Infected,0.071553229,395081.1518,
Albus,A8,DO,6,30.2,0.006666667,34.9,-2.2,8.4815,Infected,0.056856187,482225.7525,
Albus,A9,DO,6,30.1,-0.029032258,38,1.1,6.7805,Infected,0.071895425,487486.9281,
Albus,A10,DO,6,24.7,-0.012,36.5,-1.6,7.25,Infected,0.068062827,493455.4974,
Albus,A11,DO,6,23.6,-0.032786885,38.4,-0.2,5.8855,Infected,0.13125,772471.875,
Albus,A12,DO,6,26.2,-0.011320755,36.6,-0.9,5.3545,Infected,0.026,139217,
Albus,A13,DO,6,19.9,-0.04784689,37,0.4,6.354,Infected,0.079150579,502922.7799,
Albus,A14,DO,6,28.3,-0.020761246,38.3,-0.2,7.3265,Infected,0.053763441,393897.8495,
Albus,A15,DO,6,23.9,-0.059055118,36.4,-1.2,5.908,Infected,0.084745763,500677.9661,
Albus,A16,DO,6,22.5,-0.034334764,36.6,-1.9,6.3905,Infected,0.093681917,598674.2919,
Albus,A17,DO,6,19.1,-0.015463918,36.7,-2.2,1.69325,Infected,0.3003663,508595.2381,
Albus,A18,DO,6,26.3,-0.040145985,36.7,-0.6,6.414,Infected,0.163064833,1045897.839,
Albus,A19,DO,6,22.2,-0.038961039,36.7,-0.8,7.938,Infected,0.075757576,601363.6364,
Albus,A20,DO,6,29.8,-0.047923323,36.4,-0.6,8.4445,Infected,0.046979866,396721.4765,
Albus,A21,DO,6,29.3,0.020905923,38.1,-0.8,5.328,Infected,0.211302211,1125818.182,
Albus,A22,DO,6,23.9,0.027874564,37.9,-0.3,6.8095,Infected,0.168067227,1144453.782,
Albus,A23,DO,6,24.5,0.012396694,35.4,1.7,6.302,Infected,0.150712831,949792.2607,
Albus,A24,DO,6,27.8,-0.007142857,38.1,-0.7,8.2045,Infected,0.113168724,928492.7984,
Albus,A25,DO,6,17.8,0.047058824,38.9,0.7,6.2095,Infected,0.103375527,641910.3376,
Albus,A26,DO,6,24.36,0.019246862,37.2,0,7.545,Infected,0.041904762,316171.4286,
Albus,A27,DO,6,23.43,0.014285714,38,-0.2,6.9055,Infected,0.106145251,732986.0335,
Albus,A28,DO,6,45.68,-0.004793028,36.5,-0.2,7.859,Infected,0.030888031,242749.0347,
Albus,A29,DO,6,27.23,0.001102941,37.8,0,8.0525,Infected,0.038297872,308393.617,
Albus,A30,DO,6,24.06,0.06460177,36.8,-0.5,6.67,Infected,0.101851852,679351.8519,
Albus,A31,DO,6,24.66,0.036134454,35.7,-0.5,9.243,Infected,0.091816367,848658.6826,
Albus,A32,DO,6,29.13,-0.019191919,37.1,-0.4,7.552,Infected,0.14869281,1122928.105,
Albus,A33,DO,6,22.35,-0.002232143,38.6,-0.3,5.273,Infected,0.076923077,405615.3846,
Albus,A34,DO,6,25.51,0.016334661,38.5,1.6,8.9785,Infected,0.052631579,472552.6316,
Albus,A35,DO,6,33.49,0.024159021,37.7,1.6,6.4185,Infected,0.084828711,544473.0832,
Albus,A36,DO,6,19.77,-0.026108374,37.7,0.2,8.1475,Infected,0,0,
Albus,A37,DO,6,24.08,-0.044444444,36.3,-0.6,6.466,Infected,0.00408998,26445.80777,
Albus,A38,DO,6,27.05,0.020754717,37.2,1.4,7.1115,Infected,0.067460317,479744.0476,
Albus,A39,DO,6,23.45,0.006437768,37.8,-0.1,7.588,Infected,0.160599572,1218629.55,
Albus,A40,DO,6,24.13,0.035622318,38.5,1.4,7.267,Infected,0.066361556,482249.4279,
Albus,A41,DO,6,29.41,0.08125,37.5,1.3,7.989,Infected,0.092391304,738114.1304,
Albus,A42,DO,6,34.41,0.018047337,37.1,2.2,7.08,Infected,0.107212476,759064.3275,
Albus,A43,DO,6,24.72,-0.060076046,39,2.2,7.673,Infected,0.054474708,417984.4358,
Albus,A44,DO,6,23.73,-0.043145161,37.3,-0.4,8.0385,Infected,0.067010309,538662.3711,
Albus,A45,DO,6,34.92,0.030088496,37.6,-0.4,8.652,Infected,0.055851064,483223.4043,
Albus,A46,DO,6,27.51,0.02267658,35.9,-1.2,8.605,Infected,0.030592734,263250.478,
Albus,A47,DO,6,30.88,0.064827586,37.8,1.2,7.9205,Infected,0.077079108,610505.071,
Albus,A48,DO,6,24.56,0.040677966,37.2,1,9.369,Infected,0,0,
Albus,A49,DO,6,30.37,0.032993197,31.4,-0.2,7.98,Infected,0.064220183,512477.0642,
Albus,A52,DO,6,23.77,-0.013692946,36.8,0.2,8.037,Infected,0.127579737,1025358.349,
Albus,A1,DO,7,23.9,-0.062745098,35.8,-0.9,5.01375,Infected,0,0,
Albus,A2,DO,7,17.9,-0.037634409,37.6,0.3,5.12,Infected,0.190578158,975760.1713,
Albus,A3,DO,7,29,-0.079365079,37.3,-1.1,4.827,Infected,0.294363257,1420891.441,
Albus,A4,DO,7,24,0.030042918,37.2,-0.7,4.5775,Infected,0.197508897,904096.9751,
Albus,A5,DO,7,21.6,-0.027027027,37.7,0.1,4.7505,Infected,0,0,
Albus,A6,DO,7,25.4,-0.015503876,36.5,-0.4,2.596,Infected,0.294491525,764500,
Albus,A7,DO,7,20.6,-0.009615385,38.6,0.5,5.577,Infected,0.219378428,1223473.492,
Albus,A8,DO,7,29.9,-0.003333333,36.5,-0.6,7.826,Infected,0.173986486,1361618.243,
Albus,A9,DO,7,29.1,-0.061290323,37.2,0.3,4.3335,Infected,0.265709156,1151450.628,
Albus,A10,DO,7,24.9,-0.004,37.9,-0.2,4.6365,Infected,0.224568138,1041210.173,
Albus,A11,DO,7,23.1,-0.053278689,36.6,-2,3.076,Infected,0.078740157,242204.7244,
Albus,A12,DO,7,25.8,-0.026415094,37.4,-0.1,5.5485,Infected,0.193406593,1073116.484,
Albus,A13,DO,7,20.4,-0.023923445,36.6,0,4.27,Infected,0.144578313,617349.3976,
Albus,A14,DO,7,27.7,-0.041522491,37.4,-1.1,3.8065,Infected,0.153688525,585015.3689,
Albus,A15,DO,7,23.4,-0.078740157,37.6,0,5.6205,Infected,0.19266055,1082848.624,
Albus,A16,DO,7,21.8,-0.064377682,37.6,-0.9,4.33975,Infected,0.232905983,1010753.739,
Albus,A17,DO,7,18.4,-0.051546392,36.3,-2.6,0.86225,Infected,0.457013575,394059.9548,
Albus,A18,DO,7,25.9,-0.054744526,35.5,-1.8,5.181,Infected,0.250489237,1297784.736,
Albus,A19,DO,7,22.3,-0.034632035,36.6,-0.9,5.587,Infected,0.173913043,971652.1739,
Albus,A20,DO,7,29.6,-0.054313099,35.4,-1.6,7.779,Infected,0.156171285,1214856.423,
Albus,A21,DO,7,29.2,0.017421603,36.1,-2.8,1.69725,Infected,0.320825516,544521.1069,
Albus,A22,DO,7,23,-0.003484321,32.7,-5.5,2.5575,Infected,0.340116279,869847.3837,
Albus,A23,DO,7,24.3,0.004132231,34.6,0.9,4.224,Infected,0.265714286,1122377.143,
Albus,A24,DO,7,28.1,0.003571429,36.7,-2.1,6.0865,Infected,0.173814898,1057924.379,
Albus,A25,DO,7,18.6,0.094117647,38.6,0.4,4.165,Infected,0.201405152,838852.459,
Albus,A26,DO,7,24.84,0.039330544,37.5,0.3,7.015,Infected,0.164677804,1155214.797,
Albus,A27,DO,7,23.88,0.033766234,36.6,-1.6,5.341,Infected,0.352798054,1884294.404,
Albus,A28,DO,7,45.36,-0.011764706,36.2,-0.5,6.986,Infected,0.096666667,675313.3333,
Albus,A29,DO,7,27.37,0.00625,37.5,-0.3,5.218,Infected,0.117647059,613882.3529,
Albus,A30,DO,7,24.35,0.077433628,37.3,0,4.584,Infected,0.261859583,1200364.326,
Albus,A31,DO,7,24.47,0.028151261,36.2,0,7.22,Infected,0.186978297,1349983.306,
Albus,A32,DO,7,28.45,-0.042087542,36.9,-0.6,4.7725,Infected,0.289256198,1380475.207,
Albus,A33,DO,7,22.18,-0.009821429,37.7,-1.2,3.5985,Infected,0.235177866,846287.5494,
Albus,A34,DO,7,27.12,0.080478088,38.6,1.7,5.681,Infected,0.153543307,872279.5276,
Albus,A35,DO,7,33.49,0.024159021,37.6,1.5,3.9885,Infected,0.211498973,843563.655,
Albus,A36,DO,7,19.21,-0.053694581,36.9,-0.6,7.8165,Infected,0,58992.45283,
Albus,A37,DO,7,23.67,-0.060714286,36.2,-0.7,6.028,Infected,0,38071.57895,
Albus,A38,DO,7,26.69,0.007169811,36.2,0.4,5.647,Infected,0.173752311,981179.2976,
Albus,A39,DO,7,22.55,-0.032188841,38.1,0.2,3.805,Infected,0.369272237,1405080.863,
Albus,A40,DO,7,24.29,0.04248927,38.4,1.3,5.3315,Infected,0.228070175,1215956.14,
Albus,A41,DO,7,29.35,0.079044118,37.6,1.4,6.188,Infected,0.239631336,1482838.71,
Albus,A42,DO,7,34.08,0.008284024,36.8,1.9,5.103,Infected,0.255319149,1302893.617,
Albus,A43,DO,7,24.48,-0.069201521,39.4,2.6,6.1525,Infected,0.198807157,1223161.034,
Albus,A44,DO,7,23.6,-0.048387097,37.1,-0.6,6.4405,Infected,0.195329087,1258016.985,
Albus,A45,DO,7,34.63,0.021533923,37.2,-0.8,6.2535,Infected,0.197033898,1232151.483,
Albus,A46,DO,7,27.52,0.023048327,36,-1.1,8.037,Infected,0.077235772,620743.9024,
Albus,A47,DO,7,30.51,0.052068966,36.4,-0.2,5.3275,Infected,0.204210526,1087931.579,
Albus,A48,DO,7,25,0.059322034,35.1,-1.1,7.0105,Infected,0,0,
Albus,A49,DO,7,29.93,0.018027211,32,0.4,6.404,Infected,0.226086957,1447860.87,
Albus,A52,DO,7,23.6,-0.020746888,36.9,0.3,5.5035,Infected,0.295964126,1628838.565,
Albus,A1,DO,8,22.7,-0.109803922,37.5,0.8,6.2805,Infected,0.003875969,24343.02326,
Albus,A2,DO,8,16.8,-0.096774194,35.9,-1.4,2.7555,Infected,0.283146067,780208.9888,
Albus,A3,DO,8,27.7,-0.120634921,34.9,-3.5,1.7515,Infected,0.161572052,282993.4498,
Albus,A4,DO,8,22.6,-0.030042918,36.4,-1.5,3.2235,Infected,0.245700246,792014.742,
Albus,A5,DO,8,21.2,-0.045045045,37.4,-0.2,4.639,Infected,0.002004008,9296.593186,
Albus,A6,DO,8,23.7,-0.081395349,33.1,-3.8,1.924,Infected,0.319915254,615516.9492,
Albus,A7,DO,8,20,-0.038461538,37,-1.1,2.60675,Infected,0.35483871,924975.8065,
Albus,A8,DO,8,29.4,-0.02,36.8,-0.3,5.1935,Infected,0.279707495,1452660.878,
Albus,A9,DO,8,27.7,-0.106451613,33.3,-3.6,2.64,Infected,0.35483871,936774.1935,
Albus,A10,DO,8,24,-0.04,36.8,-1.3,1.37,Infected,0.287128713,393366.3366,
Albus,A11,DO,8,21.9,-0.102459016,37.5,-1.1,1.671,Infected,0.208747515,348817.0974,
Albus,A12,DO,8,25.9,-0.022641509,37.4,-0.1,3.6315,Infected,0.182656827,663318.2657,
Albus,A13,DO,8,19.1,-0.086124402,36.3,-0.3,2.477,Infected,0.296610169,734703.3898,
Albus,A14,DO,8,27.3,-0.055363322,37,-1.5,3.0495,Infected,0.252358491,769567.217,
Albus,A15,DO,8,23.2,-0.086614173,36.1,-1.5,3.5455,Infected,0.199494949,707309.3434,
Albus,A16,DO,8,21.8,-0.064377682,37.9,-0.6,2.86,Infected,0.319672131,914262.2951,
Albus,A18,DO,8,25.3,-0.076642336,37.1,-0.2,2.336,Infected,0.286637931,669586.2069,
Albus,A19,DO,8,21.9,-0.051948052,37.9,0.4,4.143,Infected,0.273550725,1133320.652,
Albus,A20,DO,8,29.3,-0.063897764,37.9,0.9,5.2205,Infected,0.272189349,1420964.497,
Albus,A21,DO,8,27.5,-0.041811847,37.7,-1.2,1.3345,Infected,0.466666667,622766.6667,
Albus,A22,DO,8,21.9,-0.041811847,34.2,-4,1.7965,Infected,0.377398721,677996.8017,
Albus,A23,DO,8,23,-0.049586777,34.8,1.1,1.6715,Infected,0.277922078,464546.7532,
Albus,A24,DO,8,27.7,-0.010714286,32.2,-6.6,3.9605,Infected,0.238410596,944225.1656,
Albus,A25,DO,8,18.2,0.070588235,37,-1.2,2.6945,Infected,0.345794393,931742.9907,
Albus,A26,DO,8,24.48,0.024267782,37.7,0.5,6.2585,Infected,0.227758007,1425423.488,
Albus,A27,DO,8,22.32,-0.033766234,34.1,-4.1,2.1265,Infected,0.547945205,1165205.479,
Albus,A28,DO,8,45.14,-0.016557734,37,0.3,5.741,Infected,0.190775681,1095243.187,
Albus,A29,DO,8,26.17,-0.037867647,35.9,-1.9,4.0135,Infected,0.244328098,980610.8202,
Albus,A30,DO,8,22.55,-0.002212389,35.8,-1.5,2.045,Infected,0.34025974,695831.1688,
Albus,A31,DO,8,24.1,0.012605042,36,-0.2,4.191,Infected,0.261702128,1096793.617,
Albus,A32,DO,8,26.21,-0.117508418,31.4,-6.1,2.849,Infected,0.182232346,519179.9544,
Albus,A33,DO,8,21.18,-0.054464286,36.7,-2.2,2.144,Infected,0.311953353,668827.9883,
Albus,A34,DO,8,25.72,0.024701195,37.9,1,3.3055,Infected,0.257847534,852315.0224,
Albus,A35,DO,8,32.27,-0.013149847,33,-3.1,2.332,Infected,0.248780488,580156.0976,
Albus,A36,DO,8,19.09,-0.059605911,37.4,-0.1,7.4655,Infected,0.001788909,13355.09839,
Albus,A37,DO,8,23.68,-0.06031746,36.4,-0.5,5.393,Infected,0.003787879,20428.0303,
Albus,A38,DO,8,25.49,-0.038113208,36.9,1.1,3.4315,Infected,0.217557252,746547.7099,
Albus,A39,DO,8,21.04,-0.096995708,34.6,-3.3,1.393,Infected,0.453703704,632009.2593,
Albus,A40,DO,8,22.82,-0.020600858,35.3,-1.8,4.0105,Infected,0.336363636,1348986.364,
Albus,A41,DO,8,28.68,0.054411765,37,0.8,3.324,Infected,0.39516129,1313516.129,
Albus,A42,DO,8,33.08,-0.021301775,34.6,-0.3,1.7445,Infected,0.491606715,857607.9137,
Albus,A43,DO,8,24.3,-0.076045627,39,2.2,3.0835,Infected,0.313672922,967210.4558,
Albus,A44,DO,8,23.34,-0.058870968,37.7,0,3.654,Infected,0.273913043,1000878.261,
Albus,A45,DO,8,33.78,-0.003539823,36.6,-1.4,3.76,Infected,0.308668076,1160591.966,
Albus,A46,DO,8,27.7,0.029739777,35.6,-1.5,4.958,Infected,0.173357664,859507.2993,
Albus,A47,DO,8,28.88,-0.004137931,37,0.4,3.074,Infected,0.349775785,1075210.762,
Albus,A48,DO,8,24.19,0.025,37.3,1.1,6.849,Infected,0,0,
Albus,A49,DO,8,29.56,0.005442177,29.9,-1.7,3.8965,Infected,0.299771167,1168058.352,
Albus,A52,DO,8,22.56,-0.063900415,36.6,0,2.7485,Infected,0.408018868,1121439.858,
Albus,A1,DO,9,23.2,-0.090196078,37.8,1.1,4.1105,Infected,0.003807107,15649.11168,
Albus,A2,DO,9,17,-0.086021505,35.8,-1.5,2.0655,Infected,0.190839695,394179.3893,
Albus,A3,DO,9,27.2,-0.136507937,36.4,-2,2.075,Infected,0.062622309,129941.2916,
Albus,A4,DO,9,21.7,-0.068669528,35.4,-2.5,2.225,Infected,0.081206497,180684.4548,
Albus,A5,DO,9,21.3,-0.040540541,36.8,-0.8,3.0495,Infected,0.019565217,59664.13043,
Albus,A6,DO,9,22.3,-0.135658915,32.1,-4.8,1.111,Infected,0.167400881,185982.3789,
Albus,A7,DO,9,18.4,-0.115384615,32.5,-5.6,1.5105,Infected,0.417558887,630722.6981,
Albus,A8,DO,9,29,-0.033333333,35.7,-1.4,3.2005,Infected,0.229508197,734540.9836,
Albus,A9,DO,9,26,-0.161290323,31.3,-5.6,0.7775,Infected,0.310945274,241759.9502,
Albus,A10,DO,9,23.1,-0.076,36.5,-1.6,2.477,Infected,0.223655914,553995.6989,
Albus,A11,DO,9,22,-0.098360656,36.9,-1.7,2.4685,Infected,0.147321429,363662.9464,
Albus,A12,DO,9,25.4,-0.041509434,35.6,-1.9,2.5055,Infected,0.266055046,666600.9174,
Albus,A13,DO,9,18,-0.138755981,35.2,-1.4,1.8175,Infected,0.187192118,340221.6749,
Albus,A14,DO,9,26.3,-0.089965398,36.1,-2.4,1.5225,Infected,0.2,304500,
Albus,A15,DO,9,22.6,-0.11023622,35.6,-2,2.6355,Infected,0.137681159,362858.6957,
Albus,A16,DO,9,21.2,-0.090128755,36,-2.5,0.75,Infected,0.374677003,281007.7519,
Albus,A18,DO,9,24.5,-0.105839416,35.8,-1.5,2.067,Infected,0.119221411,246430.6569,
Albus,A19,DO,9,21.5,-0.069264069,35.9,-1.6,2.9215,Infected,0.207894737,607364.4737,
Albus,A20,DO,9,28.6,-0.086261981,35.6,-1.4,2.5295,Infected,0.297650131,752906.0052,
Albus,A21,DO,9,25.9,-0.097560976,23.6,-15.3,0.6825,Infected,0.189944134,129636.8715,
Albus,A22,DO,9,20.9,-0.076655052,32.9,-5.3,0.9225,Infected,0.09762533,90059.36675,
Albus,A23,DO,9,21.6,-0.107438017,28.7,-5,0.9195,Infected,0.072093023,66289.53488,
Albus,A24,DO,9,26.1,-0.067857143,34.6,-4.2,2.2325,Infected,0.342915811,765559.5483,
Albus,A25,DO,9,17,0,36,-2.2,1.5045,Infected,0.32,481440,
Albus,A26,DO,9,24,0.0041841,36.4,-0.8,3.7815,Infected,0.274611399,1038443.005,
Albus,A27,DO,9,19.35,-0.162337662,29.9,-8.3,1.0305,Infected,0.357651246,368559.6085,
Albus,A28,DO,9,45.13,-0.016775599,36.2,-0.5,3.488,Infected,0.210268949,733418.0929,
Albus,A29,DO,9,24.85,-0.086397059,35.6,-2.2,2.505,Infected,0.271186441,679322.0339,
Albus,A30,DO,9,20.61,-0.088053097,32.6,-4.7,0.9705,Infected,0.314814815,305527.7778,
Albus,A31,DO,9,22.7,-0.046218487,34.6,-1.6,1.994,Infected,0.342175066,682297.0822,
Albus,A32,DO,9,25.24,-0.15016835,34,-3.5,2.296,Infected,0.013262599,30450.92838,
Albus,A33,DO,9,20.01,-0.106696429,34.8,-4.1,1.2075,Infected,0.236220472,285236.2205,
Albus,A34,DO,9,24.19,-0.03625498,34.8,-2.1,1.771,Infected,0.179802956,318431.0345,
Albus,A35,DO,9,30.91,-0.054740061,33.7,-2.4,1.641,Infected,0.107981221,177197.1831,
Albus,A36,DO,9,18.47,-0.090147783,37.8,0.3,6.3595,Infected,0.004587156,29172.01835,
